txn_id	post_date	packet_number	source_transaction	description_vendor	amount	account	fund	sub_fund	acct_code	acct_name	section	acct_type	category	consolidated_name
75	07/22/2025	CLPKT00577	R00003199	RAY COUNTY CIRCUIT CLERK JUNE 2025 COUNTY FEES RAY COUNTY CIRCUIT CLERK 69203,69209	-723.57	01-04-41015	01	04	41015	COUNTY FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	COUNTY FEES
76	08/05/2025	CLPKT00582	R00003222	RAY COUNTY CIRCUIT CLERK JULY 2025 COUNTY FEES RAY COUNTY CIRCUIT CLERK 67852	-1207.64	01-04-41015	01	04	41015	COUNTY FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	COUNTY FEES
77	09/08/2025	CLPKT00596	R00003284	RAY COUNTY CIRCUIT CLERK AUGUST 2025 COUNTY FEES RAY COUNTY CIRCUIT CLERK 67868,67871	-913.61	01-04-41015	01	04	41015	COUNTY FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	COUNTY FEES
78	10/03/2025	CLPKT00606	R00003318	RAY COUNTY CIRCUIT CLERK SEPTEMBER 2025 COUNTY FEES RAY COUNTY CIRCUIT CLERK 67904,67910,67919	-1143.35	01-04-41015	01	04	41015	COUNTY FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	COUNTY FEES
79	11/07/2025	CLPKT00617	R00003365	RAY COUNTY CIRCUIT CLERK OCTOBER 2025 COUNTY FEE RAY COUNTY CIRCUIT CLERK 67950,67957,67976	-1436.57	01-04-41015	01	04	41015	COUNTY FEES	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	COUNTY FEES
80	12/08/2025	CLPKT00627	R00003411	RAY COUNTY CIRCUIT CLERK NOVEMBER 2025 COUNTY FEES RAY COUNTY CIRCUIT CLERK 67992,67998,68020	-876.78	01-04-41015	01	04	41015	COUNTY FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	COUNTY FEES
81	01/03/2025	CLPKT00503	R00002924	RAY COUNTY CIRCUIT CLERK DECEMBER 2024 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 66839	-18.0	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
82	02/10/2025	CLPKT00516	R00002975	RAY COUNTY CIRCUIT CLERK JANUARY 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 66874,67641	-39.25	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
83	03/07/2025	CLPKT00526	R00003019	RAY COUNTY CIRCUIT CLERK FEBRUARY 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67676	-93.75	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
84	04/11/2025	CLPKT00536	R00003064	RAY COUNTY CIRCUIT CLERK MARCH 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67696,67716	-41.0	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
85	05/05/2025	CLPKT00546	R00003096	RAY COUNTY CIRCUIT CLERK APRIL 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67738,67747,67760	-48.25	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
86	06/02/2025	CLPKT00558	R00003132	RAY COUNTY CIRCUIT CLERK MAY 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67779,67785,67792	-68.75	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
87	07/22/2025	CLPKT00577	R00003199	RAY COUNTY CIRCUIT CLERK JUNE 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 69203,69209	-97.5	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
88	08/05/2025	CLPKT00582	R00003222	RAY COUNTY CIRCUIT CLERK JULY 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67852	-96.25	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
89	09/08/2025	CLPKT00596	R00003284	RAY COUNTY CIRCUIT CLERK AUGUST 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67868,67871	-77.23	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
90	10/03/2025	CLPKT00606	R00003318	RAY COUNTY CIRCUIT CLERK SEPTEMBER 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67904,67910,67919	-274.7	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
91	11/07/2025	CLPKT00617	R00003365	RAY COUNTY CIRCUIT CLERK OCTOBER 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67950,67957,67976	-44.75	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
92	12/08/2025	CLPKT00627	R00003411	RAY COUNTY CIRCUIT CLERK NOVEMBER 2025 MISC COUNTY FEES RAY COUNTY CIRCUIT CLERK 67992,67998,68020	-75.49	01-04-41025	01	04	41025	MISC COUNTY FEE'S	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC COUNTY FEE'S
93	01/03/2025	CLPKT00503	R00002924	RAY COUNTY CIRCUIT CLERK DECEMBER 2024 OVER PAYMENT RAY COUNTY CIRCUIT CLERK 66839	-5.0	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
94	02/10/2025	CLPKT00516	R00002975	RAY COUNTY CIRCUIT CLERK JANUARY 2025 OVER PAYMENT RAY COUNTY CIRCUIT CLERK 66874,67641	-16.0	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
95	03/07/2025	CLPKT00526	R00003019	RAY COUNTY CIRCUIT CLERK FEBRUARY 2025 OVER PAYMENTS RAY COUNTY CIRCUIT CLERK 67676	-7.5	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
96	06/02/2025	CLPKT00558	R00003132	RAY COUNTY CIRCUIT CLERK MAY 2025 OVER PAYMENT RAY COUNTY CIRCUIT CLERK 67779,67785,67792	-5.0	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
97	08/05/2025	CLPKT00582	R00003222	RAY COUNTY CIRCUIT CLERK JULY 2025 OVER PAYMENT RAY COUNTY CIRCUIT CLERK 67852	-17.0	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
98	09/08/2025	CLPKT00596	R00003284	RAY COUNTY CIRCUIT CLERK AUGUST 2025 OVER PAYMENT RAY COUNTY CIRCUIT CLERK 67868,67871	-7.0	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
99	10/03/2025	CLPKT00606	R00003318	RAY COUNTY CIRCUIT CLERK SEPTEMBER 2025 OVER PAYMENT RAY COUNTY CIRCUIT CLERK 67904,67910,67919	-2.0	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
100	11/07/2025	CLPKT00617	R00003365	RAY COUNTY CIRCUIT CLERK OCTOBER 2025 OVER PAYMENT RAY COUNTY CIRCUIT CLERK 67950,67957,67976	-38.75	01-04-41027	01	04	41027	OVER/UNDER PAYMENTS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVER/UNDER PAYMENTS
101	08/14/2025	CLPKT00587	R00003257	COUNTY OF SALINE 25SACV00361 W HAMBLEN CHANGE OF VENUE COUNTY OF SALINE 120560	-3.0	01-04-41029	01	04	41029	CHANGE OF VENUE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CHANGE OF VENUE
102	01/03/2025	CLPKT00503	R00002924	RAY COUNTY CIRCUIT CLERK DECEMBER 2024 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 66839	-689.83	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
103	02/10/2025	CLPKT00516	R00002975	RAY COUNTY CIRCUIT CLERK JANUARY 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 66874,67641	-789.1	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
104	03/07/2025	CLPKT00526	R00003019	RAY COUNTY CIRCUIT CLERK FEBRUARY 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67676	-795.03	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
105	04/11/2025	CLPKT00536	R00003064	RAY COUNTY CIRCUIT CLERK MARCH 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67696,67716	-871.25	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
106	05/05/2025	CLPKT00546	R00003096	RAY COUNTY CIRCUIT CLERK APRIL 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67738,67747,67760	-777.79	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
107	06/02/2025	CLPKT00558	R00003132	RAY COUNTY CIRCUIT CLERK MAY 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67779,67785,67792	-896.75	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
108	06/17/2025	CLPKT00563	R00003163	RAY COUNTY CIRCUIT CLERK CLERK COUNTY FEES-COPY FEES RAY COUNTY CIRCUIT CLERK 67819	-183.75	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
109	07/22/2025	CLPKT00577	R00003199	RAY COUNTY CIRCUIT CLERK JUNE 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 69203,69209	-650.43	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
110	08/05/2025	CLPKT00582	R00003222	RAY COUNTY CIRCUIT CLERK JULY 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67852	-710.39	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
111	09/08/2025	CLPKT00596	R00003284	RAY COUNTY CIRCUIT CLERK AUGUST 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67868,67871	-815.75	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
112	09/08/2025	CLPKT00596	R00003284	RAY COUNTY CIRCUIT CLERK AUGUST 2025 CLERK COUNTY FEES-COPIES RAY COUNTY CIRCUIT CLERK 67868,67871	-141.5	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
113	10/03/2025	CLPKT00606	R00003318	RAY COUNTY CIRCUIT CLERK SEPTEMBER 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67904,67910,67919	-989.6	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
114	11/07/2025	CLPKT00617	R00003365	RAY COUNTY CIRCUIT CLERK OCTOBER 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67950,67957,67976	-1017.83	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
115	12/08/2025	CLPKT00627	R00003411	RAY COUNTY CIRCUIT CLERK NOVEMBER 2025 CLERK COUNTY FEES RAY COUNTY CIRCUIT CLERK 67992,67998,68020	-846.75	01-04-41030	01	04	41030	CIRCUIT CLERK FEES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CIRCUIT CLERK FEES
116	01/17/2025	CLPKT00510	R00002950	MO DEPT OF CORRECTIONS PARTIAL REIMB FOR CASES SUBMITTED IN NOV 2024 MO DEPT OF CORRECTIONS	-180.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
117	04/21/2025	CLPKT00538	R00003078	MO DEPT OF CORRECTIONS BOC PARTIAL REIMB FOR NOV/DEC 2024 & JAN 2025 MO DEPT OF CORRECTIONS	-279.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
118	06/12/2025	CLPKT00561	R00003152	MO DEPT OF CORRECTIONS PARTIAL REIMB FOR NOV & DEC 2024 & JAN & MAR 2025 MO DEPT OF CORRECTIONS	-45.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
119	07/28/2025	CLPKT00579	R00003215	MO DEPT OF CORRECTIONS APRIL 2025 PARTIAL BOC REIMBURSEMENT MO DEPT OF CORRECTIONS	-18.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
120	10/09/2025	CLPKT00610	R00003342	MO DEPT OF CORRECTIONS PORTION OF JULY 2025 MO DEPT OF CORRECTIONS	-36.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
121	10/09/2025	CLPKT00610	R00003342	MO DEPT OF CORRECTIONS ALL OF MAY 2025 MO DEPT OF CORRECTIONS	-18.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
122	10/09/2025	CLPKT00610	R00003342	MO DEPT OF CORRECTIONS PORTION OF JUNE 2025 MO DEPT OF CORRECTIONS	-18.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
123	12/18/2025	CLPKT00629	R00003433	MO DEPT OF CORRECTIONS T PETERS 22RY-CR00563-01 MO DEPT OF CORRECTIONS	-9.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
124	12/18/2025	CLPKT00629	R00003433	MO DEPT OF CORRECTIONS E BRANSON 24RY-CR00547-01 MO DEPT OF CORRECTIONS	-9.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
125	12/18/2025	CLPKT00629	R00003433	MO DEPT OF CORRECTIONS J ROBINSON 23RY-CR00194-01 MO DEPT OF CORRECTIONS	-9.0	01-04-43200	01	04	43200	STATE BOC CIRCUIT CLERK REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	STATE BOC CIRCUIT CLERK REIMBURSEMENT
126	12/31/2025	CLPKT00634	R00003443	MO DEPT OF REVENUE JULY-SEPT 2025 EXCISE TAX REFUND MO DEPT OF REVENUE E0032468	-2712.9	01-05-47000	01	05	47000	MISC REFUNDS & REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	MISC REFUNDS & REIMBURSEMENTS
127	11/24/2025	CLPKT00622	R00003391	GLENN H WYSE JR 2004 CHEV SUBURBAN VIN 1GNFK16Z74J156530 GLENN H WYSE JR 2109	-500.0	01-05-47200	01	05	47200	SURPLUS SALES	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	SURPLUS SALES
128	04/28/2025	CLPKT00543	R00003089	ENTERPRISE FLEET MANAGEMENT GAIN ON 2022 DURANGO VIN 1C4RDJFG0NC184951-LAWRENC ENTERPRISE FLEET MANAGEMENT 0000599640	-24810.92	01-05-47307	01	05	47307	ENTERPRISE RETURN	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	ENTERPRISE RETURN
129	02/10/2025	CLPKT00516	R00002968	MOPERM CLM PYMNT 2022 DURANGO 4NC184953 928 LAMONT-ICE MOPERM 39348	-14264.79	01-05-47309	01	05	47309	INSURANCE CLAIMS REFUNDS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	INSURANCE CLAIMS
130	07/28/2025	CLPKT00580	R00003216	MOPERM RETURN PREMIUM 2022 DODGE DURANGO VIN *NC184951 MOPERM 40342	-2223.0	01-05-47309	01	05	47309	INSURANCE CLAIMS REFUNDS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	INSURANCE CLAIMS
131	07/28/2025	CLPKT00580	R00003216	MOPERM LESS P & Z PREM FOR 2024 FORD RANGER VIN *RLE36919 MOPERM 40342	1450.0	01-05-47309	01	05	47309	INSURANCE CLAIMS REFUNDS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	INSURANCE CLAIMS
132	12/15/2025	CLPKT00628	R00003429	MOPERM RTN PREM 2004 CHEV SUB 1GNFK16Z74J156530 MOPERM 41248	-569.0	01-05-47309	01	05	47309	INSURANCE CLAIMS REFUNDS	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	INSURANCE CLAIMS
133	07/16/2025	CLPKT00574	R00003189	UNIVERSITY OF CENTRAL MISSOURI YOUTH SEAT BELT ENFORCEMENT CAMPAIGN MAY 2025 UNIVERSITY OF CENTRAL MISSOURI	-472.75	01-05-48010	01	05	48010	OVERTIME GRANT REIMBURSEMENT	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	OVERTIME GRANT REIMBURSEMENT
134	01/13/2025	CLPKT00507	R00002944	RAY COUNTY COLLECTOR DECEMBER 2024 BAD CHECK FEES RAY COUNTY COLLECTOR 6292,6293,6295,6297,6317	-60.0	01-06-41003	01	06	41003	BAD CHECK CHARGE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	BAD CHECK CHARGE
135	02/14/2025	CLPKT00519	R00002993	RAY COUNTY COLLECTOR JANUARY 2025 BAD CHECK FEES RAY COUNTY COLLECTOR 6345,6346,6348,6361,6364	-90.0	01-06-41003	01	06	41003	BAD CHECK CHARGE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	BAD CHECK CHARGE
136	03/10/2025	CLPKT00527	R00003028	RAY COUNTY COLLECTOR FEBRUARY 2025 BAD CHECK FEES RAY COUNTY COLLECTOR 6392,6393,6395,6397,6398,6399	-60.0	01-06-41003	01	06	41003	BAD CHECK CHARGE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	BAD CHECK CHARGE
137	04/11/2025	CLPKT00536	R00003052	RAY COUNTY COLLECTOR MARCH 2025 BAD CHECK FEES RAY COUNTY COLLECTOR 6444,6445,6447,6449,6450,6451	-30.0	01-06-41003	01	06	41003	BAD CHECK CHARGE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	BAD CHECK CHARGE
138	05/06/2025	CLPKT00547	R00003101	RAY COUNTY COLLECTOR APRIL 2025 BAD CHECK FEES RAY COUNTY COLLECTOR 6465,6466,6468,6470	-32.0	01-06-41003	01	06	41003	BAD CHECK CHARGE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	BAD CHECK CHARGE
139	06/06/2025	CLPKT00559	R00003137	RAY COUNTY COLLECTOR MAY 2025 BAD CHECK FEES RAY COUNTY COLLECTOR 6485,6486,6488,6490,6491,6492,6493	-60.0	01-06-41003	01	06	41003	BAD CHECK CHARGE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	BAD CHECK CHARGE
140	07/03/2025	CLPKT00573	R00003185	RAY COUNTY COLLECTOR JUNE 2025 BAD CHECK FEES RAY COUNTY COLLECTOR 6504,6505,6507,6509,6510,6511,6512	-30.0	01-06-41003	01	06	41003	BAD CHECK CHARGE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	BAD CHECK CHARGE
141	03/10/2025	CLPKT00527	R00003028	RAY COUNTY COLLECTOR FEBRUARY 2025 CERTIFIED MAIL FEE RAY COUNTY COLLECTOR 6392,6393,6395,6397,6398,6399	-9.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	CERTIFIED MAIL FEE
142	04/11/2025	CLPKT00536	R00003052	RAY COUNTY COLLECTOR MARCH 2025 CERTIFIED MAIL FEES RAY COUNTY COLLECTOR 6444,6445,6447,6449,6450,6451	-18.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CERTIFIED MAIL FEE
143	06/06/2025	CLPKT00559	R00003137	RAY COUNTY COLLECTOR MAY 2025 CERTIFIED MAIL FEES RAY COUNTY COLLECTOR 6485,6486,6488,6490,6491,6492,6493	-30.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CERTIFIED MAIL FEE
144	07/03/2025	CLPKT00573	R00003185	RAY COUNTY COLLECTOR JUNE 2025 CERTIFIED MAIL FEES RAY COUNTY COLLECTOR 6504,6505,6507,6509,6510,6511,6512	-549.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CERTIFIED MAIL FEE
145	08/05/2025	CLPKT00583	R00003235	RAY COUNTY COLLECTOR JULY 2025 CERTIFIED MAIL FEE RAY COUNTY COLLECTOR 6532,6533,6535,6537,6538	-510.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	CERTIFIED MAIL FEE
146	09/08/2025	CLPKT00596	R00003277	RAY COUNTY COLLECTOR AUGUST 2025 CERTIFIED MAIL FEES RAY COUNTY COLLECTOR 6555,6556,6558,6559,6560,6561	-1139.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CERTIFIED MAIL FEE
147	10/03/2025	CLPKT00606	R00003325	RAY COUNTY COLLECTOR SEPTEMBER 2025 CERTIFIED MAIL FEE RAY COUNTY COLLECTOR 6583,6584,6586,6588,6589	-78.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	CERTIFIED MAIL FEE
148	11/07/2025	CLPKT00617	R00003378	RAY COUNTY COLLECTOR OCTOBER 2025 CERTIFIED MAIL FEES RAY COUNTY COLLECTOR 6603,6604,6606,6608,6609	-20.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CERTIFIED MAIL FEE
149	12/04/2025	CLPKT00625	R00003401	RAY COUNTY COLLECTOR NOVEMBER 2025 CERTIFIED MAIL FEES RAY COUNTY COLLECTOR 6625,6626,6628,6630,6631,6632	-10.0	01-06-41008	01	06	41008	CERTIFIED MAIL FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CERTIFIED MAIL FEE
150	01/13/2025	CLPKT00507	R00002944	RAY COUNTY COLLECTOR DECEMBER 2024 CITY COMMISSION FEES RAY COUNTY COLLECTOR 6292,6293,6295,6297,6317	-38713.92	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CITY TAX COMMISSION FEE
151	02/14/2025	CLPKT00519	R00002993	RAY COUNTY COLLECTOR JANUARY 2025 CITY COMMISSION FEE RAY COUNTY COLLECTOR 6345,6346,6348,6361,6364	-1553.49	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	CITY TAX COMMISSION FEE
152	03/10/2025	CLPKT00527	R00003028	RAY COUNTY COLLECTOR FEBRUARY 2025 CITY COMMISSION FEE RAY COUNTY COLLECTOR 6392,6393,6395,6397,6398,6399	-1575.11	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	CITY TAX COMMISSION FEE
153	04/11/2025	CLPKT00536	R00003052	RAY COUNTY COLLECTOR MARCH 2025 CITY COMMISSION FEES RAY COUNTY COLLECTOR 6444,6445,6447,6449,6450,6451	-1071.11	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CITY TAX COMMISSION FEE
154	05/06/2025	CLPKT00547	R00003101	RAY COUNTY COLLECTOR APRIL 2025 CITY COMMISSION RAY COUNTY COLLECTOR 6465,6466,6468,6470	-883.0	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CITY TAX COMMISSION FEE
155	06/06/2025	CLPKT00559	R00003137	RAY COUNTY COLLECTOR MAY 2025 CITY COMMISSION FEES RAY COUNTY COLLECTOR 6485,6486,6488,6490,6491,6492,6493	-648.63	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Other / Uncategorized	CITY TAX COMMISSION FEE
156	07/03/2025	CLPKT00573	R00003185	RAY COUNTY COLLECTOR JUNE 2025 CITY COMMISSION FEE RAY COUNTY COLLECTOR 6504,6505,6507,6509,6510,6511,6512	-401.03	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	CITY TAX COMMISSION FEE
157	08/05/2025	CLPKT00583	R00003235	RAY COUNTY COLLECTOR JULY 2025 CITY COMMISSION FEE RAY COUNTY COLLECTOR 6532,6533,6535,6537,6538	-541.85	01-06-41009	01	06	41009	CITY TAX COMMISSION FEE	01 - COUNTY REVENUE	Revenue	Contracted & Professional Services	CITY TAX COMMISSION FEE
